,id,tweets,likes,created_at,num_retweets
465,1318967786614321153,"""I want to be stronger than before. That’s my goal for the whole thing.""

#cffc @novacare",26,2020-10-21 17:30:00,2
466,1318944049089347586,Legendary goal build-up: Thornton ➡️ Nowak ➡️ Razov ➡️ Stoichkov https://t.co/Drdq9OjeAK,75,2020-10-21 15:55:40,9
467,1318940700113833990,"Soldier Field trophy lift 🤩

2000 @OpenCup, 20 years ago today. https://t.co/xVXuUjyXYk",154,2020-10-21 15:42:22,18
468,1318680896891998209,"The P.L.A.Y.S. Program expanded to 40 Chicago Public Schools this year.

Help us impact even more lives.",48,2020-10-20 22:30:00,13
469,1318664262286540806,"Good to have you back, @jeremiahgutjahr 🙏 https://t.co/SOUcimPAqs",128,2020-10-20 21:23:54,10
470,1318608827751800833,"RT @VamosFire: ¡Participen en 𝙍𝘼𝙄𝙎𝙀 𝙁𝙊𝙍 𝙋.𝙇.𝘼.𝙔.𝙎! 👇👇👇

📺 24 de octubre ➡️ 6:30 PM CT",0,2020-10-20 17:43:37,2
471,1318568551922499587,Onward. Playoff push picks up Saturday. https://t.co/SqYYyqSRez,65,2020-10-20 15:03:35,6
472,1318567011379744769,@chicagobulls ✶ ✶ ✶ ✶,18,2020-10-20 14:57:27,1
473,1318552709965008904,"Chicago, we have a message for you. https://t.co/oZSk2d7aI0",178,2020-10-20 14:00:38,23
474,1318296339176972290,"Our makeup date with @MNUFC is now official 🗓

#cffc #cf97",58,2020-10-19 21:01:54,11
475,1318272627102896136,Oh hiiiiiiiii 👋 https://t.co/WsNdjUcuqw,117,2020-10-19 19:27:41,9
476,1318239364414083078,Behind us always. https://t.co/dhX9AhTRSm,97,2020-10-19 17:15:30,9
477,1318235191215902726,"RT @MLS: Major League Soccer Announces Steps to Combat Racism and Increase Black Representation

📝: https://t.co/ZDnhaVmanf https://t.co/DD…",0,2020-10-19 16:58:55,137
478,1317922274796777474,"Big prizes. Bigger impact.

Enter to win now and help support Chicago's youth.",30,2020-10-18 20:15:30,8
479,1317866217525358595,Homegrown heroics. https://t.co/UepVZJu7MO,52,2020-10-18 16:32:45,7
480,1317851617287426049,"""You always have to believe and always have to keep working, because anything is possible in this game.""",69,2020-10-18 15:34:44,5
481,1317627706515681280,"Won't forget that finish anytime soon.
https://t.co/ryMuWZOGSq",48,2020-10-18 00:45:00,4
482,1317599986096496640,Chicago kid showing up for his city. https://t.co/fiQSP7En1r,309,2020-10-17 22:54:51,28
483,1317593721228197890,New boots for @JonnyBornstein 🔥 Our @Heineken_US Man of the Match. https://t.co/ttaiIe1vcG,103,2020-10-17 22:29:57,8
484,1317588003225829383,Never quit. https://t.co/y6gZk5JU29,38,2020-10-17 22:07:14,5
485,1317586077750906888,"ICE IN HIS VEINS.

@DjoMihailovic at the death!

#CHIvSKC 2-2 (90+4') https://t.co/ld8ttHDNtG",288,2020-10-17 21:59:35,49
486,1317584432648409088,😅😅😅 https://t.co/AQHGIT2elK,121,2020-10-17 21:53:02,20
487,1317583679225548800,DJORDJEEEEEDKSVKDFNGJSVMDSI!!!!! https://t.co/KTsSF1fwq0,259,2020-10-17 21:50:03,34
488,1317582532540551168,"90' | Go on, Guti.

#cffc @gerbercollision https://t.co/Esxbp6LIuU",15,2020-10-17 21:45:29,4
489,1317580770626686978,"83' | Kinda gets Sporting's second.

#CHIvSKC 1-2",3,2020-10-17 21:38:29,1
490,1317580152239542272,"80' | Collier brings the fresh legs.

#cffc @gerbercollision https://t.co/qXA7yOWirr",3,2020-10-17 21:36:02,1
491,1317575282665115649,"60' | Frankie joins the fray.

#cffc @gerbercollision https://t.co/UiNje3qAY4",3,2020-10-17 21:16:41,1
492,1317575073201520644,"60' | Djordje enters as our first sub.

#cffc @gerbercollision https://t.co/9eOfgwCWZf",12,2020-10-17 21:15:51,2
493,1317571358700769281,"Keep fighting. 45 to play. 

#CHIvSKC 1-1 https://t.co/ZPmNhsVIJi",28,2020-10-17 21:01:05,2
494,1317570970849300482,(Spoiler alert: It 𝙙𝙞𝙙 go in.) https://t.co/TqVpz3jieH,81,2020-10-17 20:59:33,13
495,1317567853269221376,Strong finish to the first 45. #CHIvSKC https://t.co/aI6I6euQZ0,28,2020-10-17 20:47:10,5
496,1317566864415952898,"COUNT IT!

Berić levels just before halftime.

#CHIvSKC 1-1 (45+1') https://t.co/w1CBTOawqA",88,2020-10-17 20:43:14,16
497,1317564135073251329,"35' | Hurtado gets KC on the board.

#CHIvSKC 0-1.",5,2020-10-17 20:32:23,3
498,1317555328263782400,"Got three straight wins at Soldier. Let's make it four.

#CHIvSKC https://t.co/QHbzwjMaOE",29,2020-10-17 19:57:23,3
499,1317554794307923971,Let's rage 🔥 #CHIvSKC,38,2020-10-17 19:55:16,4
500,1317554131670892546,Let's go let's go let's gooo https://t.co/VpGHUF5VXl,52,2020-10-17 19:52:38,3
501,1317549702112514048,"Live look-in on the Lakefront.

#CHIvSKC kicks off shortly on @univision and @TUDNUSA.
https://t.co/vx6tOEdTEP",21,2020-10-17 19:35:02,9
502,1317539969188102144,"Raise 'em up. Our starting XI is in.

🔥 https://t.co/4jx61VUOlC https://t.co/d4ugU3KkBs",68,2020-10-17 18:56:22,20
503,1317538309468524545,Coming in hot. https://t.co/Dz2kQECvnJ,50,2020-10-17 18:49:46,5
504,1317533210373488640,Do it. https://t.co/TDPnRKAosx,152,2020-10-17 18:29:30,14
505,1317530522885771266,@ForwardMSNFC Too quick 🤯,4,2020-10-17 18:18:49,0
506,1317526580198055936,@fckoeln_en https://t.co/Pb0jf9PMBf,2,2020-10-17 18:03:09,0
507,1317523284053905415,Just something about this place. https://t.co/rxcx5J5WVJ,47,2020-10-17 17:50:03,1
508,1317498796008407040,"RT @VamosFire: ¡Feliz cumpleaños, Mauri! 🎂

¿Lo celebrarás con un gol esta tarde? 😜 https://t.co/iUFj5sIuw6",0,2020-10-17 16:12:45,4
509,1317495589278486529,"National TV tune-in at 2:30 👇
https://t.co/zMynpIPWXm",25,2020-10-17 16:00:01,4
510,1317479228540129282,"""We want to get revenge. We want to get the win at home.""

#cffc @novacare https://t.co/1f6qee65Bk",27,2020-10-17 14:55:00,4
511,1317457838755639297,Feeling that Soldier Field strength. https://t.co/LPHYHWZfjo,47,2020-10-17 13:30:00,5
512,1317243502141595649,"Tempo and intent. Right from the start.

#cffc @ITsavvyLLC 
https://t.co/8HZmS8G6S0",18,2020-10-16 23:18:18,3
513,1317186046304636933,This time it's at our house. https://t.co/SNO9D2zVyo,35,2020-10-16 19:30:00,5
514,1317172655783661568,Temps drop but we stay burning 🔥 https://t.co/xlcEglgPi1,88,2020-10-16 18:36:47,3
515,1317133790943301634,"RT @VamosFire: ""En Chicago Fire tengo todo lo que buscaba"".

@AlvaroMedran habla acerca de su experiencia en la @MLSes hasta ahora 👇

https…",0,2020-10-16 16:02:21,3
516,1317112835961425920,@CFCnoah_ If only 🥺,6,2020-10-16 14:39:05,0
517,1317103007989903360,🔥 House of Heat 🔥 https://t.co/Rjc8P20ido,177,2020-10-16 14:00:02,14
518,1316884481530277891,"RT @VamosFire: Para cerrar con broche de oro el Mes de la Herencia Hispana, Mauricio Pineda nos platica más sobre él, el ⚽️ y su familia ❤️…",0,2020-10-15 23:31:41,4
519,1316846307609178112,Our last three at Soldier Field: WWW https://t.co/id78cs0SWJ,108,2020-10-15 21:00:00,5
520,1316813290765529088,"Starting right now, fans can purchase raffle tickets for amazing ""Raise for P.L.A.Y.S."" prizes that we'll award in the days leading up to the event.

Score big and support Chicago.

https://t.co/MGdrClaV1G https://t.co/TNnTLC5f71",10,2020-10-15 18:48:48,3
521,1316813145453867008,"Between now and next Saturday, we’ll be sharing important stories from the Chicago community and raising resources to fuel our Foundation’s award-winning P.L.A.Y.S. Program, now operating in 40 @ChiPubSchools locations. https://t.co/EzdkYkc38W",16,2020-10-15 18:48:13,3
522,1316812948430630915,"Help change lives across Chicago.

Tune in for our Oct. 24 match against New York as we raise funds to invest in our city's next generation.",42,2020-10-15 18:47:26,7
523,1316777178470776832,@RealMatt19 bangers only https://t.co/FKt1mwbvks,3,2020-10-15 16:25:18,2
524,1316772717727711238,🗣 DAMANIIIIIIIIIIIIIIIIIIIII https://t.co/5xf02HRZfs,21,2020-10-15 16:07:35,5
525,1316771152434524161,"On this day in 2003...

Kings of the Cup again 🏆🏆🏆 https://t.co/WPC2AqUJ8M",122,2020-10-15 16:01:21,15
526,1316511971789991940,Tonight's match against @MNUFC has been postponed due to a suspected case of COVID-19.,86,2020-10-14 22:51:28,28
527,1316446173385969669,"""Eat real food!"" 😂 

Berić gets mic'd up. https://t.co/Jf4RnmRX0z",80,2020-10-14 18:30:00,2
528,1316431072087830528,"Just embracing the grind.

#cffc @novacare https://t.co/1CUCGL9xEc",29,2020-10-14 17:30:00,2
529,1316417954943315969,See you at 7 on @WGNTV &amp; ESPN+. https://t.co/oIM6fMZHBr,40,2020-10-14 16:37:52,5
530,1316406627411668992,And now for a brief refresher... https://t.co/GjBYUPFtzb,104,2020-10-14 15:52:52,9
531,1316389985638068225,.@JonnyBornstein is a national treasure in two countries. https://t.co/vlYVERCEu9,114,2020-10-14 14:46:44,12
532,1316372567142412288,Two in a row let's go 🔥 https://t.co/dnr4veBEuP,83,2020-10-14 13:37:31,11
533,1316189479569244160,"Keep those early goals coming.

#cffc @ITsavvyLLC 
https://t.co/Cg4KZcjufO",12,2020-10-14 01:30:00,2
534,1316176906543337475,"Game-winning Gastón! 🇵🇾

#EliminatoriasSudamericanas

https://t.co/6waGhk2WN9",159,2020-10-14 00:40:02,22
535,1316166833343528961,No slowing down. Back at it tomorrow night. https://t.co/mtFlENTAno,34,2020-10-14 00:00:00,2
536,1316164770618314754,GASTÓNNNNNN ‼️ ‼️ https://t.co/pjoQT2yPPc,166,2020-10-13 23:51:49,7
537,1316144181857972230,"Quick feet let's eat 😤

Wednesday at @MNUFC 
Saturday vs. @SportingKC https://t.co/087o9dzCe3",14,2020-10-13 22:30:00,3
538,1316131817066553345,"On the other side, Miguel Navarro has a chance to make his senior @FVF_Oficial debut 🇻🇪

https://t.co/2tLVl9YFGy",16,2020-10-13 21:40:52,0
539,1316131206237388802,Gastón gets another start for La @Albirroja 🔥 https://t.co/Cq6JSjjdG2 https://t.co/4lncr3B3q6,30,2020-10-13 21:38:26,0
540,1316127618211733504,"𝐕ery excited to watch
𝐎ur guy @TheBITW7
𝐓ake on
𝐄veryone tonight https://t.co/XyGl9jPWv7",15,2020-10-13 21:24:11,3
541,1316114434377515008,"RT @VamosFire: Clima ❄️ pero corazón 🔥

¡Mañana nos medimos ante @MNUFCes! 💪 https://t.co/TYVGixQRjV",0,2020-10-13 20:31:48,2
542,1316032046834253825,Do it again tomorrow. https://t.co/wQDIcgKxjf,140,2020-10-13 15:04:25,4
543,1315815767292612608,"""The intensity from the guys next to you, in front of you, and behind you was where it needed to be.""",54,2020-10-13 00:45:00,3
544,1315734925107224584,Medrán making moves ⚡️ https://t.co/hQQ1FhNTe7 https://t.co/DMM9lbrUo6,42,2020-10-12 19:23:45,3
545,1315713846879744009,"First Fire goal ✔️
First MLS goal ✔️
Game winner ✔️ https://t.co/vIDAT1NvY5",111,2020-10-12 18:00:00,5
546,1315698747255394311,Service so nice had to watch twice 🤤 https://t.co/k1cu3IUlAd,110,2020-10-12 17:00:00,11
547,1315684905242689548,"Gotta keep climbing 📈
https://t.co/ACmbSSRQLy",37,2020-10-12 16:05:00,5
548,1315671331241971713,RT @BigAfrika88: Woke up likeee 💁🏿‍♂️ #3pts #MondayMotivaton https://t.co/xvt0BY6HYF,0,2020-10-12 15:11:04,11
549,1315664787062362112,WWWinning again at Soldier Field. https://t.co/gz66HuBlO0,84,2020-10-12 14:45:03,5
550,1315664111112511488,RT @AlvaroMedran: Really good performance yesterday in a tough game 👏🏼👏🏼👏🏼 let’s keep going @chicagofire 🔥 https://t.co/emqiaKmF1x,0,2020-10-12 14:42:22,9
551,1315483578302631936,💤 SW33T DR3AMS 💤 https://t.co/NS2VDRnmOp,102,2020-10-12 02:45:00,9
552,1315479550755835905,All smiles for all three points. https://t.co/vhxMAyI4go,108,2020-10-12 02:28:59,13
553,1315475678855335937,.@BigAfrika88's big night 👏 Our @Heineken_US Man of the Match. https://t.co/ESNdR413up,159,2020-10-12 02:13:36,12
554,1315469955811479553,Battled out a big win. https://t.co/gJVC9w1hZ3,40,2020-10-12 01:50:52,6
555,1315468912432214017,"Turn it all the way up,

FIRE WIN! https://t.co/8xSeZHvkei",93,2020-10-12 01:46:43,8
556,1315465549103665159,3 straight wins at Soldier Field 🔥 https://t.co/eGXmtUTDo6,310,2020-10-12 01:33:21,42
557,1315460686458257411,"75' | Second MLS appearance for Andre 👏

#cffc @gerbercollision https://t.co/dptzXj0kEo",34,2020-10-12 01:14:02,6
558,1315460675146338304,"75' | Collier comes on for the final 15.

#cffc @gerbercollision https://t.co/gDG6kpbGP3",22,2020-10-12 01:13:59,5
559,1315457438150283265,"63' | Nacho next up.

#cffc @gerbercollision https://t.co/U5AJ5ABL64",13,2020-10-12 01:01:07,2
560,1315455476667224066,"56' | DC pulls one back.

#CHIvDC 2-1",10,2020-10-12 00:53:20,3
561,1315452910378143747,"Second half off and running on WGN and ESPN+ 👀

#CHIvDC 2-0 https://t.co/W0JYbpxrSd",46,2020-10-12 00:43:08,6
562,1315449525625131008,Flying high through 45. #CHIvDC https://t.co/Ha7XyZDWgL,68,2020-10-12 00:29:41,14
563,1315449055472955392,"BORIS ON THE BOARD 💥

2-0! #CHIvDC https://t.co/ewXhWT1Jv1",71,2020-10-12 00:27:49,12
564,1315448678841233409,"TWO NIL!

Sekulić bags his first MLS goal.

#CHIvDC 2-0 (45'+1) https://t.co/Xfny4Mm5Hd",55,2020-10-12 00:26:19,3
565,1315439861462118400,Chef Álvaro is cooking tonight 👨‍🍳 https://t.co/ncNZl5GhT1,72,2020-10-11 23:51:17,12
566,1315439320833110016,"ÁLVARO SERVES. CJ FEASTS.

1-0! #CHIvDC https://t.co/gANVCqRlX8",106,2020-10-11 23:49:08,19
567,1315437589176999938,"QUICK OUT THE GATES.

@BigAfrika88 gets it started early.

#CHIvDC 1-0 (3') https://t.co/9draWLJ3rG",61,2020-10-11 23:42:15,8
568,1315436550709284869,"Here we go, Chicago 🔥 #CHIvDC https://t.co/Z0xXCuUb1X",22,2020-10-11 23:38:07,3
569,1315434718146461702,Ready to roll. #CHIvDC coming up live on WGN and ESPN+. https://t.co/N8ZS3wvq5R,16,2020-10-11 23:30:51,4
570,1315434506153680896,Our lineup under the lights.,25,2020-10-11 23:30:00,6
571,1315429650512973824,@ForwardMSNFC @Brady00Chris Big things for our boy 🔥,14,2020-10-11 23:10:42,1
572,1315425248402120706,pupdate: good boy misses frens. https://t.co/WrndHNhOJi,218,2020-10-11 22:53:13,21
573,1315422981414359044,"Game on. Tonight's XI going up.

🔥 https://t.co/V5wd0PUhw9 https://t.co/MdzwCbiXDJ",36,2020-10-11 22:44:12,11
574,1315418233063780352,"RT @VamosFire: Comienza la cuenta regresiva ⏳

¡Vamos por esos 3️⃣ puntos esta noche! 💪

#VamosFire https://t.co/eBti9kEyls",0,2020-10-11 22:25:20,1
575,1315418123097518090,The boys are in the building. https://t.co/xPugnrEXz9,48,2020-10-11 22:24:54,2
576,1315415596587155456,All set ✔️ https://t.co/4bu44okqZy,22,2020-10-11 22:14:52,1
577,1315413626342313991,"Let us set the scene for ya.

🔜 #CHIvDC https://t.co/J80ArOD3Hl",44,2020-10-11 22:07:02,3
578,1315404307102011398,"Set it off at 6:30 🔥
https://t.co/1FUL36CBjX",15,2020-10-11 21:30:00,1
579,1315389207116828673,Stepping out at Soldier Field in 3 hours. https://t.co/ngvnkDlqng,46,2020-10-11 20:30:00,2
580,1315374107546931200,"𝐎𝐧𝐞 𝐨𝐟 𝐎𝐮𝐫𝐬 

Voiced By Hillary Bell https://t.co/FRyeDZNQb9",279,2020-10-11 19:30:00,115
581,1315359007897313282,"""The boys, the team, they helped me get through it and I worked hard to get back.""

#cffc @novacare",26,2020-10-11 18:30:00,4
582,1315328809122496512,"All on us.

#cffc @novacare https://t.co/EJnqYWa0yn",23,2020-10-11 16:30:00,1
583,1315291194788851712,Get up and get three 🔥 https://t.co/ATtRS0olpr,69,2020-10-11 14:00:32,5
584,1315280841526960131,RT @MLS: It's a busy #SoccerSunday ⚽️ https://t.co/eGrC2XgY9D,0,2020-10-11 13:19:24,63
585,1315097282744930312,"Switched on from minute one.

#cffc @ITsavvyLLC 
https://t.co/Ut1RDdOPeq",14,2020-10-11 01:10:00,1
586,1315072117218578432,Show out Sunday night at Soldier. https://t.co/fIKTYA2R02,49,2020-10-10 23:30:00,5
587,1315004170924109830,A house with a view 😍 https://t.co/Fm9IizQf2I,239,2020-10-10 19:00:00,17
588,1314992844789096449,Setback only made him stronger. https://t.co/DPOGaKlnDY,54,2020-10-10 18:15:00,3
589,1314976825530028039,"Ready for the next one.

See you tomorrow 🔥 https://t.co/simfGkxs8D",74,2020-10-10 17:11:20,5
590,1314961661762195456,"RT @VamosFire: Sé amable y atento con los demás, siempre ❤️💙

#DiaMundialdelaSaludMental https://t.co/eyIuK7BlHT",0,2020-10-10 16:11:05,8
591,1314656886927441920,Home again Sunday night 😍 https://t.co/8s4fq7y60l,84,2020-10-09 20:00:01,12
592,1314619231556767746,RT @VamosFire: ¡Actitud de viernes! 🙌 https://t.co/U3wyIllm7V,0,2020-10-09 17:30:23,4
593,1314617732613144576,"Workin' every day, craftin'. https://t.co/ANmlBEX4oq",16,2020-10-09 17:24:26,5
594,1314617172518481920,Too quick with it ⚡️ https://t.co/KdbltBrNHz,53,2020-10-09 17:22:12,5
595,1314577602460385281,"First game, first start, first point with La @Albirroja 👏",71,2020-10-09 14:44:58,4
596,1314313811948720131,"A year ago today, we came home. https://t.co/frIKSeLZzl",65,2020-10-08 21:16:46,10
597,1314295589111246850,"Hey look, an anniversary gift. https://t.co/x6DFpoyDCs",51,2020-10-08 20:04:21,2
598,1314290414145413120,"RT @VamosFire: ¡𝐁𝐢𝐞𝐧𝐯𝐞𝐧𝐢𝐝𝐨 𝐚 𝐂𝐡𝐢𝐜𝐚𝐠𝐨, 𝐩𝐚𝐫𝐜𝐞!

Carlos Terán ya esta AQUÍ 📍🔥 https://t.co/KQBHOwHg4z",0,2020-10-08 19:43:47,17
599,1314270598961520640,"1871
1997
2020

It's always Chicago Fire. https://t.co/i1ERpAQZR9",216,2020-10-08 18:25:03,38
600,1314260358652137474,"RT @VamosFire: ¿Sabes cuál es el platillo 🇲🇽 favorito de @bguti1101? 

Conoce más de nuestro jugador durante este Mes de la Herencia Hispan…",0,2020-10-08 17:44:21,24
601,1314254025207033862,Still burning strong after 23 years 🔥 https://t.co/XpqidUzoWh,154,2020-10-08 17:19:11,20
602,1314241142578438146,"RT @Section8Chicago: The #cf97 photo scavenger hunt is our celebration of the history of this storied club.

And we’re extending the #FireA…",0,2020-10-08 16:28:00,3
603,1314222359600037890,"To our supporters who make this club a family, thank you. Oct. 8 is yours. 

Happy anniversary! #cf97 #cffc https://t.co/HfSrHdFSUR",88,2020-10-08 15:13:22,15
604,1314037878188584966,Steadfast shift from our No. 10. https://t.co/5XDIWPy8Iv,10,2020-10-08 03:00:18,1
605,1314034100051869697,Next up: D.C. United at home Sunday. https://t.co/1arYCa0qDQ,18,2020-10-08 02:45:17,5
606,1314031713744490496,Final from KC. https://t.co/F8N3oQQnHS,29,2020-10-08 02:35:48,10
607,1314027501358927875,"79' | Our last change of the night.

#cffc @gerbercollision https://t.co/BjPLl77U5L",7,2020-10-08 02:19:04,5
608,1314027495847591936,"79' | Fresh legs for a final push.

#cffc @gerbercollision https://t.co/ZptrikJqg3",2,2020-10-08 02:19:03,2
609,1314026560878448648,"73' | Kap comes on for the final 20.

#cffc @gerbercollision https://t.co/dTmTtCbkoh",3,2020-10-08 02:15:20,0
610,1314026555480444929,"73' | Wicky makes two more changes.

#cffc @gerbercollision https://t.co/zRAIQ00OpM",4,2020-10-08 02:15:18,0
611,1314024326815940608,"67' | Reid gives Kansas City the lead.

#SKCvCHI 1-0",1,2020-10-08 02:06:27,0
612,1314022148411981824,"58' | Frankie comes on as our first sub.

#cffc @gerbercollision https://t.co/X2SxiCYd44",5,2020-10-08 01:57:48,0
613,1314018480992157696,"Go get it, boys. Back at it on ESPN+.

#SKCvCHI 0-0 https://t.co/r06C335LvW",9,2020-10-08 01:43:13,0
614,1314014916332998660,ThisClose to a breakthrough. #SKCvCHI https://t.co/NMhpf1q8G4,14,2020-10-08 01:29:03,1
615,1314014516796174336,Stay on the front foot. #SKCvCHI https://t.co/zVOUXwW5Ao,12,2020-10-08 01:27:28,2
616,1314012403701616642,"39' | Closing in on the half. Melia saved penalty on Berić kept things level early.

#SKCvCHI 0-0 https://t.co/Xymfviext5",7,2020-10-08 01:19:04,0
617,1314002500836622339,"We're underway live on ESPN+!

#SKCvCHI https://t.co/8lZLMtbehK",21,2020-10-08 00:39:43,3
618,1314000054106161154,"Lock in, lads 🔥",34,2020-10-08 00:30:00,5
619,1313995960700350469,Steppin' on the scene 🚶‍♂️🚶‍♂️🚶‍♂️ https://t.co/PWNg7uFjLZ,28,2020-10-08 00:13:44,2
620,1313987359294263298,"Light it up. The XI is in.

🔥 https://t.co/7cZ7oZLI77 https://t.co/sVYuE2MNHP",61,2020-10-07 23:39:33,18
621,1313984618803191808,"Midweek in the Midwest.

📍 Children's Mercy Park https://t.co/7Stn9lXAy9",27,2020-10-07 23:28:40,3
622,1313971665395748865,@E2TheBam hurry hurry hurry https://t.co/J8ccsIHl9s,5,2020-10-07 22:37:12,0
623,1313964294997004298,@ChiFiJo @AlvaroMedran https://t.co/BgpnGJWxQM,3,2020-10-07 22:07:54,0
624,1313962305286148096,"Tonight's guide to #SKCvCHI 👇
https://t.co/jmJ4oGTS4t",16,2020-10-07 22:00:00,4
625,1313947208698404866,Good times for a good cause 🍻,26,2020-10-07 21:00:01,5
626,1313931278794846209,Spark plug 🔌 #WallpaperWednesday https://t.co/brqJ3QEvJr,21,2020-10-07 19:56:43,4
627,1313927404994387969,"Big game, believe it. https://t.co/3phye57Ahi",62,2020-10-07 19:41:19,5
628,1313913638550413314,@WrigleyToffee We got you. https://t.co/rA24VwCSRY,3,2020-10-07 18:46:37,1
629,1313911454752530434,"Strictly business. 

🔜 #SKCvCHI https://t.co/A0XVRI7NBp",45,2020-10-07 18:37:56,3
630,1313887558556844037,Hottest striker in the league 😤 https://t.co/mHHVTMzoZJ,63,2020-10-07 17:02:59,6
631,1313871708546379781,"It's all about the details.

#cffc @novacare https://t.co/3qQdW0AMN0",20,2020-10-07 16:00:00,4
632,1313842592879124481,Kickin' it in KC tonight 🔥 https://t.co/HJgDoHp0Qq,42,2020-10-07 14:04:18,6
633,1313652764828930049,"Work continues Wednesday night.

#cffc @ITsavvyLLC 
https://t.co/fWU7TuttQE?",13,2020-10-07 01:30:00,3
634,1313637666114736132,Keep fanning the flames in KC 🔥 https://t.co/ZoDAFIjQaQ,46,2020-10-07 00:30:00,2
635,1313615021146947585,Everything for the team. https://t.co/OmyxgKMOOV,61,2020-10-06 23:00:01,3
636,1313556909123932162,Need a ride? Hop on this heat wave. https://t.co/AfNzWuigwB,57,2020-10-06 19:09:06,3
637,1313549419804061698,"RT @HotTimeOldTown: Fabian Herbers is the Chicago Fire’s new Fußballgott. But the crazy part? When Fabi moved to the US, he thought he was…",0,2020-10-06 18:39:20,2
638,1313511850504527873,How it started                How it’s going https://t.co/TGRvnSnew9,127,2020-10-06 16:10:03,4
639,1313493080788668417,There's no one like Basti ❤️ https://t.co/Ba4FxnNjv4 https://t.co/HaaPa7ywgz,401,2020-10-06 14:55:28,33
640,1313490102270726145,@BSchweinsteiger @MLS hey king you dropped this: 👑 https://t.co/vX7aKL68Qc,593,2020-10-06 14:43:38,24
641,1313237137353998343,Been too long. Kap's back. https://t.co/3YMCFCZvTY,107,2020-10-05 21:58:26,4
642,1313174030510366721,"Another big week ahead:

Wednesday at @SportingKC 
Sunday vs. @dcunited 

Vamos 🔥 https://t.co/kWSGsEf7YO",49,2020-10-05 17:47:41,5
643,1312860045122576384,"73rd minute equalizer.

Yeah, we'll watch it again. https://t.co/THeQp6fRqv",40,2020-10-04 21:00:01,1
644,1312814742897979395,Predator instincts 💥 https://t.co/stWFiw5qfq,130,2020-10-04 18:00:00,10
645,1312792095241846787,Camera roll filling up fast.,39,2020-10-04 16:30:00,4
646,1312769444184293380,"Battled back to take home a point.

  https://t.co/r1AuLiyy9s",29,2020-10-04 15:00:00,2
647,1312751298689851392,"Pushed the unbeaten run to three.

Back at it Wednesday in KC 👀 https://t.co/IoWvsEAwDb",64,2020-10-04 13:47:54,7
648,1312574814364856320,"Friday: 2021 contract
Saturday: Man of the Match

@calvo05oficial is thriving. https://t.co/bA2Ycsc1y7",60,2020-10-04 02:06:36,4
649,1312570718983540737,Unbeaten in three. KC up next. https://t.co/aQVzzrVsKC,28,2020-10-04 01:50:20,7
650,1312566409470382081,Road point in the bag 🔥 https://t.co/LSfS31LRQA,111,2020-10-04 01:33:12,15
651,1312564206915538946,"87' | Welcome back, Johan!

#cffc @gerbercollision https://t.co/GBLbxonfE4",6,2020-10-04 01:24:27,1
652,1312564200753987585,"87' | Final two changes come on.

#cffc @gerbercollision https://t.co/ymPkuaIF3N",2,2020-10-04 01:24:26,0
653,1312562055220731905,"GET INNNNN. The Captain delivers!

2-2 #MTLvCHI https://t.co/ZSigTP4DbD",75,2020-10-04 01:15:54,9
654,1312561474318016513,"72' | Pushing for a winner.

#cffc @gerbercollision https://t.co/KPxRmtxaCO",1,2020-10-04 01:13:36,2
655,1312561464495005699,"72' | Fresh legs at the back.

#cffc @gerbercollision https://t.co/M1JpzzPgnB",3,2020-10-04 01:13:34,1
656,1312561457180147713,"72' | Wicky makes three changes.

#cffc @gerbercollision https://t.co/SI0pWqgqpD",2,2020-10-04 01:13:32,0
657,1312560541286703109,"THE CAPTAIN COMES UP CLUTCH 🔥

@calvo05oficial heads in the equalizer.

#MTLvCHI 2-2 (73') https://t.co/ySBOaRcPZj",79,2020-10-04 01:09:53,6
658,1312558931214991361,"67' | Urruti gives Montreal the lead.

#MTLvCHI 2-1",2,2020-10-04 01:03:30,0
659,1312553336680349703,"All to play for in the final 45. Keep it 🔒 on WGN and ESPN+.

#MTLvCHI 1-1 https://t.co/lEV3d0dHUy",6,2020-10-04 00:41:16,2
660,1312549204770934789,All square at the break. #MTLvCHI https://t.co/kJ6MFBf2iN,8,2020-10-04 00:24:51,5
661,1312547367741255680,"G⚽️⚽️⚽️⚽️⚽️D COMPANY.

Berić ties David Accam's club record for consecutive games with a goal. https://t.co/zizrx3wdhY",89,2020-10-04 00:17:33,8
662,1312543457626460162,"22' | Lappalainen equalizes for the Impact.

#MTLvCHI 1-1",3,2020-10-04 00:02:00,4
663,1312542900954243077,"Turn &amp; 𝗙𝗜𝗥𝗘 🔥 Berić stays hot!

1-0 #MTLvCHI https://t.co/6lMbpVp5vJ",57,2020-10-03 23:59:48,15
664,1312541890005397506,"HE'S AT IT AGAIN.

Berić makes it five straight with a goal!

#MTLvCHI 0-1 (15') https://t.co/QgxhOOc8GY",113,2020-10-03 23:55:47,13
665,1312538028561244160,Underway against Montreal. #MTLvCHI https://t.co/OkwjxCy330,24,2020-10-03 23:40:26,5
666,1312537769202323457,3 big points up for grabs 👊 https://t.co/OpESuZFneT,16,2020-10-03 23:39:24,4
667,1312537235594461184,"Step into the spotlight. 

🔜 #MTLvCHI https://t.co/nnZndRyowK",27,2020-10-03 23:37:17,5
668,1312535402377404416,"First of eight October fixtures. 

Here we go Chicago 🔥",30,2020-10-03 23:30:00,4
