,hashtags,symbols,user_mentions,urls,media
305,[],[],[],[],"[{'id': 1324120290411094018, 'id_str': '1324120290411094018', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/EmA4luFX0AA4JHJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EmA4luFX0AA4JHJ.jpg', 'url': 'https://t.co/uq2LKsLcIL', 'display_url': 'pic.twitter.com/uq2LKsLcIL', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324131814978572291/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
306,"[{'text': 'MINvCHI', 'indices': [23, 31]}]",[],[],"[{'url': 'https://t.co/VGm9av7BSN', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/11/03/how-watch-chicago-fire-fc-minnesota-united', 'display_url': 'chicagofirefc.com/post/2020/11/0…', 'indices': [32, 55]}]",
307,[],[],[],[],"[{'id': 1324037221108846593, 'id_str': '1324037221108846593', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/media/El_uHY7XgAAXAr1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El_uHY7XgAAXAr1.jpg', 'url': 'https://t.co/ymMmW4xMGK', 'display_url': 'pic.twitter.com/ymMmW4xMGK', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324101866632957952/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
308,"[{'text': 'cffc', 'indices': [21, 26]}]",[],"[{'screen_name': 'novacare', 'name': 'NovaCare', 'id': 1581285193, 'id_str': '1581285193', 'indices': [27, 36]}]",[],"[{'id': 1324009309143969793, 'id_str': '1324009309143969793', 'indices': [37, 60], 'media_url': 'http://pbs.twimg.com/media/El_U367XUAE1OHt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El_U367XUAE1OHt.jpg', 'url': 'https://t.co/blTscHob8U', 'display_url': 'pic.twitter.com/blTscHob8U', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324086767239135232/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
309,[],[],[],[],"[{'id': 1324072473466425344, 'id_str': '1324072473466425344', 'indices': [44, 67], 'media_url': 'http://pbs.twimg.com/media/EmAM5j3W0AAWjW8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EmAM5j3W0AAWjW8.jpg', 'url': 'https://t.co/u4HxPw02Zl', 'display_url': 'pic.twitter.com/u4HxPw02Zl', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324073243788148736/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]"
310,[],[],"[{'screen_name': 'MLS', 'name': 'Major League Soccer', 'id': 107146095, 'id_str': '107146095', 'indices': [3, 7]}]",[],"[{'id': 1324034217483882499, 'id_str': '1324034217483882499', 'indices': [30, 53], 'media_url': 'http://pbs.twimg.com/media/El_qGxOW0AMv-Al.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El_qGxOW0AMv-Al.jpg', 'url': 'https://t.co/ar3AThIESu', 'display_url': 'pic.twitter.com/ar3AThIESu', 'expanded_url': 'https://twitter.com/MLS/status/1324034222160519168/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}, 'source_status_id': 1324034222160519168, 'source_status_id_str': '1324034222160519168', 'source_user_id': 107146095, 'source_user_id_str': '107146095'}]"
311,[],[],[],[],"[{'id': 1324049725243404289, 'id_str': '1324049725243404289', 'indices': [76, 99], 'media_url': 'http://pbs.twimg.com/media/El_52-uW0AIZsrK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El_52-uW0AIZsrK.jpg', 'url': 'https://t.co/a4Uedyfs79', 'display_url': 'pic.twitter.com/a4Uedyfs79', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324056701579001865/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
312,"[{'text': 'cffc', 'indices': [34, 39]}]",[],"[{'screen_name': 'ITSavvy', 'name': 'IT Savvy', 'id': 204774159, 'id_str': '204774159', 'indices': [40, 48]}]","[{'url': 'https://t.co/Wve2bl8Y6J', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/11/02/scouting-report-fires-big-week-begins-wednesday-minnesota', 'display_url': 'chicagofirefc.com/post/2020/11/0…', 'indices': [49, 72]}]",
313,[],[],[],[],"[{'id': 1324000406813462528, 'id_str': '1324000406813462528', 'indices': [31, 54], 'media_url': 'http://pbs.twimg.com/media/El_LcMcXUAEDs1m.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El_LcMcXUAEDs1m.jpg', 'url': 'https://t.co/85UHzFIzyw', 'display_url': 'pic.twitter.com/85UHzFIzyw', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1324000877892542464/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]"
314,[],[],[],[],"[{'id': 1323669860283539458, 'id_str': '1323669860283539458', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/El6fapKXYAYWplr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El6fapKXYAYWplr.jpg', 'url': 'https://t.co/eGZZ85p0r3', 'display_url': 'pic.twitter.com/eGZZ85p0r3', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323792076073553920/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
315,"[{'text': 'MINvCHI', 'indices': [20, 28]}]",[],[],[],"[{'id': 1323721260728307720, 'id_str': '1323721260728307720', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/El7NeSdX0AgGuyr.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El7NeSdX0AgGuyr.jpg', 'url': 'https://t.co/KmlIS9H1Oe', 'display_url': 'pic.twitter.com/KmlIS9H1Oe', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323722081763295232/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
316,[],[],[],[],"[{'id': 1323718845559902209, 'id_str': '1323718845559902209', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/El7LmJxXgAEWWLy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El7LmJxXgAEWWLy.jpg', 'url': 'https://t.co/KwZmdDF0oX', 'display_url': 'pic.twitter.com/KwZmdDF0oX', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323720926878408706/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}}]"
317,"[{'text': 'VOTE', 'indices': [58, 63]}]",[],[],[],"[{'id': 1323635470492962816, 'id_str': '1323635470492962816', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/El5_co7XEAANFbA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El5_co7XEAANFbA.jpg', 'url': 'https://t.co/HfXFI7Emkw', 'display_url': 'pic.twitter.com/HfXFI7Emkw', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323639073500729345/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]"
318,[],[],[],[],
319,[],[],"[{'screen_name': 'CFCnoah_', 'name': 'Noah', 'id': 770593777207615492, 'id_str': '770593777207615492', 'indices': [0, 9]}]",[],"[{'id': 1323340322450137095, 'id_str': '1323340322450137095', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/El1zAwyXYAcrMYa.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/El1zAwyXYAcrMYa.jpg', 'url': 'https://t.co/DZIPqfWtbj', 'display_url': 'pic.twitter.com/DZIPqfWtbj', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323342789233565703/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 704, 'h': 704, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 704, 'h': 704, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]"
320,[],[],"[{'screen_name': 'Brady00Chris', 'name': 'Chris Brady', 'id': 1058781060316782592, 'id_str': '1058781060316782592', 'indices': [40, 53]}, {'screen_name': 'ForwardMSNFC', 'name': 'Forward Madison FC', 'id': 991320189634478080, 'id_str': '991320189634478080', 'indices': [54, 67]}]",[],
321,"[{'text': 'DiaDeMuertos', 'indices': [117, 130]}]",[],"[{'screen_name': 'VamosFire', 'name': 'Chicago Fire FC', 'id': 1195080879615463425, 'id_str': '1195080879615463425', 'indices': [3, 13]}]",[],
322,[],[],[],[],"[{'id': 1323283433385267223, 'id_str': '1323283433385267223', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/media/El0_RYgWkBcADDG.jpg', 'media_url_https': 'https://pbs.twimg.com/media/El0_RYgWkBcADDG.jpg', 'url': 'https://t.co/qOwqq1FFgL', 'display_url': 'pic.twitter.com/qOwqq1FFgL', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1323283913964474368/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}}}]"
323,[],[],[],[],"[{'id': 1322930266793541634, 'id_str': '1322930266793541634', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/Elv-YgeXgAI4B3e.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Elv-YgeXgAI4B3e.jpg', 'url': 'https://t.co/BNvz2W2oAO', 'display_url': 'pic.twitter.com/BNvz2W2oAO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322984252053495808/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
324,[],[],[],[],"[{'id': 1322930377766428672, 'id_str': '1322930377766428672', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/Elv_-h9XUAQt_RZ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Elv_-h9XUAQt_RZ.jpg', 'url': 'https://t.co/ApUnnpXxlO', 'display_url': 'pic.twitter.com/ApUnnpXxlO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322954053446377478/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
325,[],[],[],[],
326,[],[],[],[],"[{'id': 1322736791938600960, 'id_str': '1322736791938600960', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/EltOQB6WkAoBbT7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltOQB6WkAoBbT7.jpg', 'url': 'https://t.co/UVvPCqAEva', 'display_url': 'pic.twitter.com/UVvPCqAEva', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322738776196718594/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
327,[],[],[],[],"[{'id': 1322731952697462784, 'id_str': '1322731952697462784', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/EltJs-2XUAAQWHg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltJs-2XUAAQWHg.jpg', 'url': 'https://t.co/6YVd0jB8ET', 'display_url': 'pic.twitter.com/6YVd0jB8ET', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322733516166172673/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
328,[],[],[],[],"[{'id': 1322730425803018240, 'id_str': '1322730425803018240', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/EltIUGuXEAAZluv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltIUGuXEAAZluv.jpg', 'url': 'https://t.co/4y5Rxqxed9', 'display_url': 'pic.twitter.com/4y5Rxqxed9', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322730752275087360/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
329,[],[],[],[],"[{'id': 1322727847270715392, 'id_str': '1322727847270715392', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/media/EltF-A8WkAAl2kW.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltF-A8WkAAl2kW.jpg', 'url': 'https://t.co/AJ7eyXj05W', 'display_url': 'pic.twitter.com/AJ7eyXj05W', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322728217237688322/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
330,"[{'text': 'cffc', 'indices': [32, 37]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [38, 54]}]",[],"[{'id': 1322724409304600577, 'id_str': '1322724409304600577', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/EltC15hW0AEbRdh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltC15hW0AEbRdh.jpg', 'url': 'https://t.co/5irGMYEE84', 'display_url': 'pic.twitter.com/5irGMYEE84', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322724663064145921/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 605, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1821, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1067, 'h': 1200, 'resize': 'fit'}}}]"
331,"[{'text': 'cffc', 'indices': [41, 46]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [47, 63]}]",[],"[{'id': 1322722945937117184, 'id_str': '1322722945937117184', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/media/EltBguDXEAADLzg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltBguDXEAADLzg.jpg', 'url': 'https://t.co/duq5vmpgKg', 'display_url': 'pic.twitter.com/duq5vmpgKg', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322723216650129408/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1821, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1067, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 605, 'h': 680, 'resize': 'fit'}}}]"
332,"[{'text': 'cffc', 'indices': [34, 39]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [40, 56]}]",[],"[{'id': 1322722886956797952, 'id_str': '1322722886956797952', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/media/EltBdSVW0AAv9IB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EltBdSVW0AAv9IB.jpg', 'url': 'https://t.co/BYEjlHYayI', 'display_url': 'pic.twitter.com/BYEjlHYayI', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322723206546001920/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1067, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 605, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1821, 'h': 2048, 'resize': 'fit'}}}]"
333,"[{'text': 'NSHvCHI', 'indices': [35, 43]}]",[],[],[],"[{'id': 1322714994199404550, 'id_str': '1322714994199404550', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Els6R3hWoAYY351.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Els6R3hWoAYY351.jpg', 'url': 'https://t.co/GmQWF4ieaf', 'display_url': 'pic.twitter.com/GmQWF4ieaf', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322715224059875330/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 404, 'resize': 'fit'}, 'small': {'w': 680, 'h': 382, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 404, 'resize': 'fit'}}}]"
334,[],[],[],[],"[{'id': 1322711343527579650, 'id_str': '1322711343527579650', 'indices': [39, 62], 'media_url': 'http://pbs.twimg.com/media/Els29XtXUAIt6Wm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Els29XtXUAIt6Wm.jpg', 'url': 'https://t.co/zzz3mzDvoq', 'display_url': 'pic.twitter.com/zzz3mzDvoq', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322711640161325056/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
335,"[{'text': 'NSHvCHI', 'indices': [42, 50]}]",[],[],[],"[{'id': 1322710149014851584, 'id_str': '1322710149014851584', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/Els2gV5XYAEmqbw.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Els2gV5XYAEmqbw.jpg', 'url': 'https://t.co/vE0d8n27x0', 'display_url': 'pic.twitter.com/vE0d8n27x0', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322711454357868546/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
336,"[{'text': 'NSHvCHI', 'indices': [54, 62]}]",[],[],[],"[{'id': 1322709978940121088, 'id_str': '1322709978940121088', 'indices': [73, 96], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Els1t8OXIAAPsHO.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Els1t8OXIAAPsHO.jpg', 'url': 'https://t.co/8FNNxJxK62', 'display_url': 'pic.twitter.com/8FNNxJxK62', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322710329256718337/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 750, 'resize': 'fit'}, 'large': {'w': 750, 'h': 750, 'resize': 'fit'}}}]"
337,"[{'text': 'NSHvCHI', 'indices': [41, 49]}]",[],[],[],
338,"[{'text': 'NSHvCHI', 'indices': [28, 36]}]",[],[],[],"[{'id': 1322699447097266176, 'id_str': '1322699447097266176', 'indices': [37, 60], 'media_url': 'http://pbs.twimg.com/media/ElssI6DWkAAzbzN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ElssI6DWkAAzbzN.jpg', 'url': 'https://t.co/OKyj2x23JJ', 'display_url': 'pic.twitter.com/OKyj2x23JJ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322699586247499778/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
339,"[{'text': 'NSHvCHI', 'indices': [15, 23]}]",[],[],[],"[{'id': 1322696275695931404, 'id_str': '1322696275695931404', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/Elsqw8bX0AAfjKx.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Elsqw8bX0AAfjKx.jpg', 'url': 'https://t.co/FdV2591kdM', 'display_url': 'pic.twitter.com/FdV2591kdM', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322698298935988227/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
340,[],[],[],[],
341,[],[],[],[],"[{'id': 1322692521819021318, 'id_str': '1322692521819021318', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/ElsmBxVX0AEouB8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ElsmBxVX0AEouB8.jpg', 'url': 'https://t.co/yhqHpB1tKO', 'display_url': 'pic.twitter.com/yhqHpB1tKO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322693755137380357/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
342,[],[],[],[],"[{'id': 1322691329017712676, 'id_str': '1322691329017712676', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/ElskwX2XECQ3bX8.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/ElskwX2XECQ3bX8.jpg', 'url': 'https://t.co/44fMrJbIfM', 'display_url': 'pic.twitter.com/44fMrJbIfM', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322692185293230081/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 500, 'h': 500, 'resize': 'fit'}, 'small': {'w': 500, 'h': 500, 'resize': 'fit'}, 'large': {'w': 500, 'h': 500, 'resize': 'fit'}}}]"
343,[],[],"[{'screen_name': 'MLS', 'name': 'Major League Soccer', 'id': 107146095, 'id_str': '107146095', 'indices': [43, 47]}]",[],"[{'id': 1322684982213648389, 'id_str': '1322684982213648389', 'indices': [61, 84], 'media_url': 'http://pbs.twimg.com/media/Else-8KWoAUBiV0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Else-8KWoAUBiV0.jpg', 'url': 'https://t.co/HIB8WODnpd', 'display_url': 'pic.twitter.com/HIB8WODnpd', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322685455041781760/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 2048, 'h': 1366, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 801, 'resize': 'fit'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}}}]"
344,[],[],[],"[{'url': 'https://t.co/6ONgN0MVrV', 'expanded_url': 'http://cf97.co/AEKI30rhWcf', 'display_url': 'cf97.co/AEKI30rhWcf', 'indices': [36, 59]}]","[{'id': 1322684647579521026, 'id_str': '1322684647579521026', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/ElserdjXEAIsso9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ElserdjXEAIsso9.jpg', 'url': 'https://t.co/T3wIZCSP5c', 'display_url': 'pic.twitter.com/T3wIZCSP5c', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322684804916236288/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
345,[],[],[],"[{'url': 'https://t.co/TYNDCczzo8', 'expanded_url': 'http://chicagofirefc.com/patchseries', 'display_url': 'chicagofirefc.com/patchseries', 'indices': [92, 115]}]","[{'id': 1322682251390443520, 'id_str': '1322682251390443520', 'indices': [116, 139], 'media_url': 'http://pbs.twimg.com/media/Elscf_DXYAA1Qzt.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Elscf_DXYAA1Qzt.jpg', 'url': 'https://t.co/RAfjRtHvrU', 'display_url': 'pic.twitter.com/RAfjRtHvrU', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1322682274396229632/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]"
