,hashtags,symbols,user_mentions,urls,media
606,[],[],[],[],"[{'id': 1314031570920116224, 'id_str': '1314031570920116224', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/EjxgwHBXkAASfpY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxgwHBXkAASfpY.jpg', 'url': 'https://t.co/F8N3oQQnHS', 'display_url': 'pic.twitter.com/F8N3oQQnHS', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314031713744490496/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
607,"[{'text': 'cffc', 'indices': [37, 42]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [43, 59]}]",[],"[{'id': 1314027372405030918, 'id_str': '1314027372405030918', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/Ejxc7uVXgAY1Y8U.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejxc7uVXgAY1Y8U.jpg', 'url': 'https://t.co/BjPLl77U5L', 'display_url': 'pic.twitter.com/BjPLl77U5L', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314027501358927875/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 720, 'resize': 'fit'}, 'small': {'w': 604, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 720, 'resize': 'fit'}}}]"
608,"[{'text': 'cffc', 'indices': [36, 41]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [42, 58]}]",[],"[{'id': 1314027088521953280, 'id_str': '1314027088521953280', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/EjxcrMyXgAAOS2l.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxcrMyXgAAOS2l.jpg', 'url': 'https://t.co/ZptrikJqg3', 'display_url': 'pic.twitter.com/ZptrikJqg3', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314027495847591936/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 720, 'resize': 'fit'}, 'small': {'w': 604, 'h': 680, 'resize': 'fit'}}}]"
609,"[{'text': 'cffc', 'indices': [38, 43]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [44, 60]}]",[],"[{'id': 1314026010543824896, 'id_str': '1314026010543824896', 'indices': [61, 84], 'media_url': 'http://pbs.twimg.com/media/EjxbsdAWoAAdSxv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxbsdAWoAAdSxv.jpg', 'url': 'https://t.co/dTmTtCbkoh', 'display_url': 'pic.twitter.com/dTmTtCbkoh', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314026560878448648/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 720, 'resize': 'fit'}, 'small': {'w': 604, 'h': 680, 'resize': 'fit'}}}]"
610,"[{'text': 'cffc', 'indices': [37, 42]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [43, 59]}]",[],"[{'id': 1314025806474227712, 'id_str': '1314025806474227712', 'indices': [60, 83], 'media_url': 'http://pbs.twimg.com/media/EjxbgkyXsAA-J3r.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxbgkyXsAA-J3r.jpg', 'url': 'https://t.co/zRAIQ00OpM', 'display_url': 'pic.twitter.com/zRAIQ00OpM', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314026555480444929/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 640, 'h': 720, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 604, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 720, 'resize': 'fit'}}}]"
611,"[{'text': 'SKCvCHI', 'indices': [40, 48]}]",[],[],[],
612,"[{'text': 'cffc', 'indices': [42, 47]}]",[],"[{'screen_name': 'gerbercollision', 'name': 'Gerber Collision', 'id': 326253909, 'id_str': '326253909', 'indices': [48, 64]}]",[],"[{'id': 1314021878898601985, 'id_str': '1314021878898601985', 'indices': [65, 88], 'media_url': 'http://pbs.twimg.com/media/EjxX79bXsAE8f1V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxX79bXsAE8f1V.jpg', 'url': 'https://t.co/X2SxiCYd44', 'display_url': 'pic.twitter.com/X2SxiCYd44', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314022148411981824/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 640, 'h': 720, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 720, 'resize': 'fit'}, 'small': {'w': 604, 'h': 680, 'resize': 'fit'}}}]"
613,"[{'text': 'SKCvCHI', 'indices': [39, 47]}]",[],[],[],"[{'id': 1314017754270367744, 'id_str': '1314017754270367744', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/media/EjxUL3_XgAA24rI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxUL3_XgAA24rI.jpg', 'url': 'https://t.co/r06C335LvW', 'display_url': 'pic.twitter.com/r06C335LvW', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314018480992157696/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]"
614,"[{'text': 'SKCvCHI', 'indices': [29, 37]}]",[],[],[],"[{'id': 1314014722421927936, 'id_str': '1314014722421927936', 'indices': [38, 61], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1314014722421927936/pu/img/VSDLbysDsQn3gCfp.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1314014722421927936/pu/img/VSDLbysDsQn3gCfp.jpg', 'url': 'https://t.co/NMhpf1q8G4', 'display_url': 'pic.twitter.com/NMhpf1q8G4', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314014916332998660/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
615,"[{'text': 'SKCvCHI', 'indices': [24, 32]}]",[],[],[],"[{'id': 1314014070174093312, 'id_str': '1314014070174093312', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/media/EjxQ1bqXkAA_azm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxQ1bqXkAA_azm.jpg', 'url': 'https://t.co/zVOUXwW5Ao', 'display_url': 'pic.twitter.com/zVOUXwW5Ao', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314014516796174336/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]"
616,"[{'text': 'SKCvCHI', 'indices': [85, 93]}]",[],[],[],"[{'id': 1314011695887667201, 'id_str': '1314011695887667201', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/EjxOrOwX0AEm7TT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxOrOwX0AEm7TT.jpg', 'url': 'https://t.co/Xymfviext5', 'display_url': 'pic.twitter.com/Xymfviext5', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314012403701616642/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}}}]"
617,"[{'text': 'SKCvCHI', 'indices': [31, 39]}]",[],[],[],"[{'id': 1314002477625348096, 'id_str': '1314002477625348096', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/EjxGSqDXkAAdcoj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjxGSqDXkAAdcoj.jpg', 'url': 'https://t.co/8lZLMtbehK', 'display_url': 'pic.twitter.com/8lZLMtbehK', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1314002500836622339/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
618,[],[],[],[],
619,[],[],[],[],"[{'id': 1313995121541738496, 'id_str': '1313995121541738496', 'indices': [35, 58], 'media_url': 'http://pbs.twimg.com/media/Ejw_3baXsAEoQ4j.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejw_3baXsAEoQ4j.jpg', 'url': 'https://t.co/PWNg7uFjLZ', 'display_url': 'pic.twitter.com/PWNg7uFjLZ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313995960700350469/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
620,[],[],[],"[{'url': 'https://t.co/7cZ7oZLI77', 'expanded_url': 'http://cf97.co/ujYM30rdScp', 'display_url': 'cf97.co/ujYM30rdScp', 'indices': [30, 53]}]","[{'id': 1313986837556363264, 'id_str': '1313986837556363264', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/Ejw4ESQWAAAq4cd.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejw4ESQWAAAq4cd.jpg', 'url': 'https://t.co/sVYuE2MNHP', 'display_url': 'pic.twitter.com/sVYuE2MNHP', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313987359294263298/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]"
621,[],[],[],[],"[{'id': 1313983463578644485, 'id_str': '1313983463578644485', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/Ejw1gefXcAAVp3S.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejw1gefXcAAVp3S.jpg', 'url': 'https://t.co/7Stn9lXAy9', 'display_url': 'pic.twitter.com/7Stn9lXAy9', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313984618803191808/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
622,[],[],"[{'screen_name': 'E2TheBam', 'name': 'Elliott Bambrough', 'id': 18431973, 'id_str': '18431973', 'indices': [0, 9]}]",[],"[{'id': 1313971556067037184, 'id_str': '1313971556067037184', 'indices': [28, 51], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EjwqKyRX0AAxTZ5.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EjwqKyRX0AAxTZ5.jpg', 'url': 'https://t.co/J8ccsIHl9s', 'display_url': 'pic.twitter.com/J8ccsIHl9s', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313971665395748865/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 800, 'h': 450, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 800, 'h': 450, 'resize': 'fit'}}}]"
623,[],[],"[{'screen_name': 'ChiFiJo', 'name': 'FIRE BOY', 'id': 1285268502702698496, 'id_str': '1285268502702698496', 'indices': [0, 8]}, {'screen_name': 'AlvaroMedran', 'name': 'Alvaro Medran Just', 'id': 228520427, 'id_str': '228520427', 'indices': [9, 22]}]",[],"[{'id': 1313964206153240576, 'id_str': '1313964206153240576', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/Ejwje9tXkAAqx_0.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/Ejwje9tXkAAqx_0.jpg', 'url': 'https://t.co/BgpnGJWxQM', 'display_url': 'pic.twitter.com/BgpnGJWxQM', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313964294997004298/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 512, 'h': 512, 'resize': 'fit'}, 'medium': {'w': 512, 'h': 512, 'resize': 'fit'}, 'small': {'w': 512, 'h': 512, 'resize': 'fit'}}}]"
624,"[{'text': 'SKCvCHI', 'indices': [19, 27]}]",[],[],"[{'url': 'https://t.co/jmJ4oGTS4t', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/10/05/how-watch-chicago-fire-fc-sporting-kansas-city', 'display_url': 'chicagofirefc.com/post/2020/10/0…', 'indices': [30, 53]}]",
625,[],[],[],[],
626,"[{'text': 'WallpaperWednesday', 'indices': [13, 32]}]",[],[],[],"[{'id': 1313928885504028674, 'id_str': '1313928885504028674', 'indices': [33, 56], 'media_url': 'http://pbs.twimg.com/media/EjwDXCCXsAI-kO0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjwDXCCXsAI-kO0.jpg', 'url': 'https://t.co/brqJ3QEvJr', 'display_url': 'pic.twitter.com/brqJ3QEvJr', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313931278794846209/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]"
627,[],[],[],[],"[{'id': 1313901485953036294, 'id_str': '1313901485953036294', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/Ejv7PfrXcAAC-HX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejv7PfrXcAAC-HX.jpg', 'url': 'https://t.co/3phye57Ahi', 'display_url': 'pic.twitter.com/3phye57Ahi', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313927404994387969/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
628,[],[],"[{'screen_name': 'WrigleyToffee', 'name': 'Toninho', 'id': 316675110, 'id_str': '316675110', 'indices': [0, 14]}]",[],"[{'id': 1313913509168775168, 'id_str': '1313913509168775168', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/Ejv1YAuXgAA2tPf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejv1YAuXgAA2tPf.jpg', 'url': 'https://t.co/rA24VwCSRY', 'display_url': 'pic.twitter.com/rA24VwCSRY', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313913638550413314/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]"
629,"[{'text': 'SKCvCHI', 'indices': [23, 31]}]",[],[],[],"[{'id': 1313907267805343746, 'id_str': '1313907267805343746', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/Ejvvst1XcAIVKO-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejvvst1XcAIVKO-.jpg', 'url': 'https://t.co/A0XVRI7NBp', 'display_url': 'pic.twitter.com/A0XVRI7NBp', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313911454752530434/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}}}]"
630,[],[],[],[],"[{'id': 1313860142027419650, 'id_str': '1313860142027419650', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/EjvMe_7XcAAy1PH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjvMe_7XcAAy1PH.jpg', 'url': 'https://t.co/mHHVTMzoZJ', 'display_url': 'pic.twitter.com/mHHVTMzoZJ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313887558556844037/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
631,"[{'text': 'cffc', 'indices': [29, 34]}]",[],"[{'screen_name': 'novacare', 'name': 'NovaCare', 'id': 1581285193, 'id_str': '1581285193', 'indices': [35, 44]}]",[],"[{'id': 1313853284898222081, 'id_str': '1313853284898222081', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/EjvBDCCXYAIDacA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjvBDCCXYAIDacA.jpg', 'url': 'https://t.co/3qQdW0AMN0', 'display_url': 'pic.twitter.com/3qQdW0AMN0', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313871708546379781/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]"
632,[],[],[],[],"[{'id': 1313839063829544968, 'id_str': '1313839063829544968', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/Ejuy6_qX0AEar-3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejuy6_qX0AEar-3.jpg', 'url': 'https://t.co/HJgDoHp0Qq', 'display_url': 'pic.twitter.com/HJgDoHp0Qq', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313842592879124481/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 640, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 640, 'h': 360, 'resize': 'fit'}, 'small': {'w': 640, 'h': 360, 'resize': 'fit'}}}]"
633,"[{'text': 'cffc', 'indices': [33, 38]}]",[],"[{'screen_name': 'ITsavvyLLC', 'name': 'ITsavvy', 'id': 562968362, 'id_str': '562968362', 'indices': [39, 50]}]","[{'url': 'https://t.co/fWU7TuttQE', 'expanded_url': 'https://www.chicagofirefc.com/post/2020/10/05/scouting-report-midweek-trip-sporting-kansas-city-deck/', 'display_url': 'chicagofirefc.com/post/2020/10/0…', 'indices': [52, 75]}]",
634,[],[],[],[],"[{'id': 1313558224105345026, 'id_str': '1313558224105345026', 'indices': [32, 55], 'media_url': 'http://pbs.twimg.com/media/Ejq3tt9XkAE9WSf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejq3tt9XkAE9WSf.jpg', 'url': 'https://t.co/ZoDAFIjQaQ', 'display_url': 'pic.twitter.com/ZoDAFIjQaQ', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313637666114736132/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
635,[],[],[],[],"[{'id': 1313595514856800256, 'id_str': '1313595514856800256', 'indices': [25, 48], 'media_url': 'http://pbs.twimg.com/media/EjrVqy3WoAAV9x9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjrVqy3WoAAV9x9.jpg', 'url': 'https://t.co/OmyxgKMOOV', 'display_url': 'pic.twitter.com/OmyxgKMOOV', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313615021146947585/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
636,[],[],[],[],"[{'id': 1313553993386385411, 'id_str': '1313553993386385411', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/EjquZcEXYAMCLWv.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjquZcEXYAMCLWv.jpg', 'url': 'https://t.co/AfNzWuigwB', 'display_url': 'pic.twitter.com/AfNzWuigwB', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313556909123932162/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]"
637,[],[],"[{'screen_name': 'HotTimeOldTown', 'name': 'Hot Time In Old Town', 'id': 181251760, 'id_str': '181251760', 'indices': [3, 18]}]",[],
638,[],[],[],[],"[{'id': 1313511772855336965, 'id_str': '1313511772855336965', 'indices': [45, 68], 'media_url': 'http://pbs.twimg.com/media/EjqH_4VWAAUQCK9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjqH_4VWAAUQCK9.jpg', 'url': 'https://t.co/TGRvnSnew9', 'display_url': 'pic.twitter.com/TGRvnSnew9', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313511850504527873/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 574, 'h': 718, 'resize': 'fit'}, 'medium': {'w': 574, 'h': 718, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}}]"
639,[],[],[],"[{'url': 'https://t.co/Ba4FxnNjv4', 'expanded_url': 'https://twitter.com/BSchweinsteiger/status/1313478523106062336', 'display_url': 'twitter.com/BSchweinsteige…', 'indices': [29, 52]}]","[{'id': 1313491239099138049, 'id_str': '1313491239099138049', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/media/Ejp1UqIXgAELnoV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ejp1UqIXgAELnoV.jpg', 'url': 'https://t.co/HaaPa7ywgz', 'display_url': 'pic.twitter.com/HaaPa7ywgz', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313493080788668417/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1350, 'resize': 'fit'}}}]"
640,[],[],"[{'screen_name': 'BSchweinsteiger', 'name': 'Basti Schweinsteiger', 'id': 1283561876, 'id_str': '1283561876', 'indices': [0, 16]}, {'screen_name': 'MLS', 'name': 'Major League Soccer', 'id': 107146095, 'id_str': '107146095', 'indices': [17, 21]}]",[],"[{'id': 1313485762034307073, 'id_str': '1313485762034307073', 'indices': [51, 74], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1313485762034307073/pu/img/vMVhQxzUvPTdpY_6.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1313485762034307073/pu/img/vMVhQxzUvPTdpY_6.jpg', 'url': 'https://t.co/vX7aKL68Qc', 'display_url': 'pic.twitter.com/vX7aKL68Qc', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313490102270726145/video/1', 'type': 'photo', 'sizes': {'medium': {'w': 638, 'h': 798, 'resize': 'fit'}, 'large': {'w': 638, 'h': 798, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}}]"
641,[],[],[],[],"[{'id': 1313235339348267008, 'id_str': '1313235339348267008', 'indices': [27, 50], 'media_url': 'http://pbs.twimg.com/media/EjmM9FYWsAAk-_f.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EjmM9FYWsAAk-_f.jpg', 'url': 'https://t.co/3YMCFCZvTY', 'display_url': 'pic.twitter.com/3YMCFCZvTY', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313237137353998343/video/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 900, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 900, 'resize': 'fit'}}}]"
642,[],[],"[{'screen_name': 'SportingKC', 'name': 'Sporting Kansas City', 'id': 17493398, 'id_str': '17493398', 'indices': [38, 49]}, {'screen_name': 'dcunited', 'name': 'D.C. United', 'id': 15997022, 'id_str': '15997022', 'indices': [62, 71]}]",[],"[{'id': 1313172992344682497, 'id_str': '1313172992344682497', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EjlT4QlXcAESFxM.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EjlT4QlXcAESFxM.jpg', 'url': 'https://t.co/kWSGsEf7YO', 'display_url': 'pic.twitter.com/kWSGsEf7YO', 'expanded_url': 'https://twitter.com/ChicagoFire/status/1313174030510366721/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 760, 'h': 428, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 760, 'h': 428, 'resize': 'fit'}}}]"
